wavelength,response
16.00000000,0.00700000
16.50000000,0.10100000
17.00000000,0.28800000
17.50000000,0.38800000
18.00000000,0.45200000
18.50000000,0.52100000
19.00000000,0.56200000
19.50000000,0.62600000
20.00000000,0.68300000
20.50000000,0.72900000
21.00000000,0.77800000
21.50000000,0.83200000
22.00000000,0.91200000
22.50000000,0.91400000
23.00000000,0.93800000
23.50000000,0.93300000
24.00000000,0.87500000
24.50000000,0.91000000
25.00000000,1.00000000
25.50000000,0.91100000
26.00000000,0.84000000
26.50000000,0.76300000
27.00000000,0.74900000
27.50000000,0.82900000
28.00000000,0.91400000
28.50000000,0.79000000
29.00000000,0.87700000
29.50000000,0.55800000
30.00000000,0.27400000
30.50000000,0.06900000
31.00000000,0.01200000
31.50000000,0.00000000
